Mindong	"Mandarin Trans."	English Trans.	Property	Provider	Year	Month	Day	HH:MM:SS (UTC+8)	ISO 639-6	Speaker ID	Source	Copyright	Tag	Note
講<m=說><g=gōng> 其<m=的><g=gì> 都是<g=dŭ-sê> 賺<m=錯><g=dâng> , 無<m=沒有><g=mò̤> 先生<g=sĕng-săng> 把關<g=bā-guăng> .	"說的都是錯的, 沒有老師把關."	Everything said is wrong; there's no teacher to supervise.	spoken	关彳山	2019	10	25		mnhu	3				
